llm_model_name,tensor_parallelism_degree,max_requests_per_batch,max_tokens_per_batch,arrival_rate,num_warmup_requests,step_idx,is_warmup_step,timestamp,num_inference_requests,num_prefilling_tokens,num_decoding_tokens,num_finetuning_fwd_tokens,num_finetuning_bwd_tokens,num_bwd_layers
meta-llama/llama-3.1-70b,4,8,128,0,10,0,0,93512977,0,0,0,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,1,1,93960258,1,128,0,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,2,1,94030316,1,128,0,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,3,1,94098925,1,128,0,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,4,1,94173911,1,128,0,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,5,1,94302961,2,127,1,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,6,1,94374505,2,127,1,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,7,1,94444803,2,127,1,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,8,1,94522506,2,127,1,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,9,1,94703549,3,127,1,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,10,1,94792533,3,126,2,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,11,1,94863618,3,126,2,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,12,1,94938595,3,126,2,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,13,1,95014702,4,126,2,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,14,1,95087585,4,125,3,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,15,1,95157286,4,125,3,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,16,1,95233689,4,125,3,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,17,1,95308647,5,125,3,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,18,1,95374806,5,124,4,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,19,1,95443037,5,124,4,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,20,1,95516230,5,124,4,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,21,1,95591662,6,124,4,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,22,1,95659789,6,123,5,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,23,1,95727564,6,123,5,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,24,1,95801636,6,123,5,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,25,1,95909540,7,123,5,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,26,1,95976045,7,122,6,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,27,1,96044012,7,122,6,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,28,1,96113899,7,122,6,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,29,1,96190276,8,122,6,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,30,1,96259423,8,121,7,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,31,1,96329561,8,121,7,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,32,1,96400425,8,121,7,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,33,1,96476712,8,113,7,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,34,1,96537061,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,35,1,96618047,8,121,7,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,36,1,96685730,8,121,7,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,37,1,96754448,8,121,7,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,38,1,96830153,8,121,7,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,39,1,96907760,8,122,6,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,40,1,96975572,8,121,7,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,41,1,97043535,8,121,7,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,42,1,97117352,8,121,7,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,43,1,97185500,7,57,6,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,44,1,97244780,7,0,7,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,45,1,97305510,7,0,7,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,46,1,97366115,7,0,7,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,47,1,97430820,6,0,6,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,48,1,97491509,6,0,6,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,49,1,97551947,6,0,6,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,50,1,97611664,6,0,6,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,51,1,97676718,5,0,5,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,52,1,97736912,5,0,5,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,53,1,97797145,5,0,5,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,54,1,97854805,5,0,5,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,55,1,97918428,4,0,4,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,56,1,97978302,4,0,4,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,57,1,98038334,4,0,4,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,58,1,98097874,4,0,4,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,59,1,98162271,3,0,3,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,60,1,98222124,3,0,3,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,61,1,98283287,3,0,3,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,62,1,98345867,3,0,3,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,63,1,98412198,2,0,2,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,64,1,98472358,2,0,2,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,65,1,98534078,2,0,2,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,66,1,98595047,2,0,2,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,67,1,98656437,2,0,2,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,68,1,98718077,2,0,2,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,69,1,98784037,1,0,1,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,70,1,98845946,1,0,1,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,71,1,98907925,1,0,1,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,72,1,98968857,1,0,1,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,73,0,98975887,0,0,0,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,74,0,98976751,0,0,0,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,75,0,98979680,0,0,0,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,76,0,98990506,0,0,0,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,77,0,98996056,0,0,0,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,78,0,98999750,0,0,0,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,79,0,99006266,0,0,0,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,80,0,99013075,0,0,0,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,81,0,99019546,0,0,0,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,82,0,99026692,0,0,0,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,83,0,99032788,0,0,0,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,84,0,99172338,2,128,0,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,85,0,99241106,2,127,1,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,86,0,99320452,4,127,1,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,87,0,99388980,4,125,3,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,88,0,99456703,4,125,3,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,89,0,99530971,4,125,3,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,90,0,99612871,4,125,3,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,91,0,99694031,6,125,3,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,92,0,99767530,8,108,5,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,93,0,99827308,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,94,0,99888479,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,95,0,99949633,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,96,0,100010627,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,97,0,100071485,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,98,0,100131938,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,99,0,100192744,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,100,0,100252510,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,101,0,100313041,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,102,0,100371584,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,103,0,100434718,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,104,0,100495763,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,105,0,100556916,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,106,0,100617827,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,107,0,100677523,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,108,0,100737491,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,109,0,100795746,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,110,0,100856271,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,111,0,100916584,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,112,0,100976918,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,113,0,101036686,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,114,0,101096514,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,115,0,101156076,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,116,0,101215394,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,117,0,101275185,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,118,0,101334472,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,119,0,101392150,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,120,0,101453933,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,121,0,101514417,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,122,0,101574994,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,123,0,101639894,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,124,0,101699793,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,125,0,101759827,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,126,0,101819583,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,127,0,101880049,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,128,0,101939733,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,129,0,101997981,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,130,0,102056945,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,131,0,102115851,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,132,0,102175479,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,133,0,102234959,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,134,0,102294644,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,135,0,102354623,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,136,0,102414260,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,137,0,102474182,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,138,0,102533773,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,139,0,102593348,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,140,0,102651278,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,141,0,102710376,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,142,0,102769716,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,143,0,102829425,8,0,8,0,0,0
meta-llama/llama-3.1-70b,4,8,128,0,10,144,0,102889783,8,0,8,0,0,0
