llm_model_name,dataset_name,tensor_parallelism_degree,max_requests_per_batch,max_tokens_per_batch,arrival_rate,num_warmup_requests,request_guid,is_warmup_request,timestamp,decoding_step_idx
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000009,1,64646435,16
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000007,1,64646435,26
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000008,1,64713720,21
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000009,1,64713720,17
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000007,1,64713720,27
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000008,1,65186937,22
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000009,1,65186937,18
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000007,1,65186937,28
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000008,1,65256431,23
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000009,1,65256431,19
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000007,1,65256431,29
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000008,1,65334467,24
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000009,1,65334467,20
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000008,1,65409833,25
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000009,1,65409833,21
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000008,1,65492644,26
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000009,1,65492645,22
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000008,1,65583628,27
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000009,1,65583629,23
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000008,1,65680847,28
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000009,1,65680847,24
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000008,1,65782762,29
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000009,1,65789092,25
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000009,1,65898669,26
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000009,1,65959402,27
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000009,1,66431689,28
meta-llama/llama-3.1-70b,peft_throughput,4,8,128,0,10,1000009,1,66501259,29
